"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"JNCLZIKE","journalArticle","2024","刘丽华","不同有机肥替代化肥模式对柑橘果园土壤和柑橘产量的影响","中国果菜","","1008-1038","10.19590/j.cnki.1008-1038.2024.08.007","https://link.cnki.net/doi/10.19590/j.cnki.1008-1038.2024.08.007","有机肥部分替代化肥是实现化肥减量增效的重要途径，能有效改善柑橘栽培中由于化肥用量过大对土壤质量带来的不利影响。本文基于福建省顺昌县的柑橘栽培现状，研究了柑橘的四种施肥模式（有机肥+配方肥、有机肥+水肥一体化、自然生草或种植绿肥+配方肥、有机肥+配方肥+调理剂）对柑橘果园土壤质量和柑橘产量的影响。结果表明，有机肥替代化肥能提高土壤pH值、有机质含量、土壤对阳离子的固持能力，有利于提高土壤肥力水平；提高柑橘产量和单果质量。其中有机肥+水肥一体化模式对提高土壤pH值效果最好，自然生草或种植绿肥+配方肥模式对提高土壤有机质效果最好。","2024","2025-08-27 10:43:01","2025-08-27 10:43:22","","37-41","","8","44","","中国果菜","","","","","","","","zh","","","","","","37-1282/S","","","","","产量; 技术模式; 土壤质量; 有机肥","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5VUFI28U","journalArticle","2025","李雨欣; 曾希柏; 文炯; 王亚男; 张洋; 汤月丰; 许立阳; 徐冰倩; 高进华","有机替代下土壤有机碳组分差异及其对细菌群落的影响","生态学杂志","","1000-4890","10.13292/j.1000-4890.202506.036","https://link.cnki.net/doi/10.13292/j.1000-4890.202506.036","有机碳组分和结构是影响土壤碳固持及微生物活性的关键因素，但目前对有机替代下土壤有机碳组分及结构影响土壤细菌群落组成等方面的研究还相对较少。本研究基于岳阳河潮土长期定位试验，设置不施肥（CK）、单施化肥（NPK）、猪粪不同比例替代化肥（30%M1+NPK,60%M1+NPK,M1）和菜籽饼肥不同比例替代化肥（30%M2+NPK,60%M2+NPK）7个处理，研究有机替代下土壤有机碳组分及结构的变化及其对细菌群落结构和多样性的影响。结果表明：与NPK处理相比，只有M1处理使可溶性有机碳（DOC）、易氧化有机碳（ROC）、微生物生物量碳（MBC）、颗粒有机碳（POC）和矿物结合态有机碳（MAOC）含量均显著提高。M1处理较NPK处理显著降低了POC的烷氧碳比例，显著提高了烷基碳比例、烷基碳/烷氧碳比值和疏水指数，说明该处理下POC稳定性较强。与NPK处理相比，60%M1+NPK和M1处理显著提高了细菌的Chao、Ace和Shannon多样性指数，而30%和60%M2+NPK处理无显著影响。MBC含量和POC的芳香碳比例与细菌群落多样性呈显著正相关，MBC和MAOC含量对细菌群落组成的影响较大。综上，从维持土壤有机碳稳定性和促进微生物多样性来说，M1处理是最佳的施肥管理模式。该研究结果可为合理推荐有利于农业可持续发展的有机替代化肥模式提供理论支撑。","2025","2025-08-27 10:43:01","2025-08-27 10:43:24","","1953-1962","","6","44","","生态学杂志","","","","","","","","zh","","","","","","21-1148/Q","","","","","13C-核磁共振（NMR）; 微生物多样性; 有机肥; 有机碳分组","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6SI7HMH3","journalArticle","2024","朱楠; 仇美华; 范新会; 颜士敏; 周园园; 李云龙; 梁永红; 柏彦超","有机肥部分替代化肥对设施菜地蔬菜产量及土壤质量的影响","江苏农业学报","","1000-4440","","https://kns.cnki.net/kcms2/article/abstract?v=JEPDQvKdoqKWaf9EoEsNRHXahQR-jKrGMl2aYkzeZ4XfveCNhljEzN0GU3eEXnIrejLmo-7C4fo2FaePfa-Gd6vr1VJH1AJNiv0xgmBkZi4DJi0F8TusCHH768Pb3-m28rAXnDaKa9-f_zvn7dF-StiSshuX62cpWa76C2Kq4DREQcZW1-QcAQp-mbBhm1dZ&uniplatform=NZKPT&language=CHS","为探明有机肥部分替代化肥对设施菜地蔬菜产量及土壤质量的影响，明确最佳有机肥替代化肥比例，依托昆山设施蔬菜长期施肥试验，设置7个处理：不施肥对照（CK）、有机肥替代化肥比例0（T1）、20%（T2）、30%（T3）、40%（T4）、50%（T5）和60%（T6）,研究不同施肥处理对设施不结球白菜及下茬芹菜株高、产量、种植后土壤理化性质及经济效益的影响。结果表明：（1）有机肥部分替代化肥对设施不结球白菜、芹菜的生长及产量提升均表现出明显的促进作用（T6处理除外）;相较于CK,T3处理设施不结球白菜及芹菜的1 hm2平均产量分别增加37.1%及30.4%,显著高于其他处理。（2）与单施化肥处理（T1）相比，T6处理土壤pH显著升高，而电导率显著降低；土壤养分方面，T3处理对设施菜地土壤养分（有机质、总氮、总磷）含量的提升效果最为明显；主成分分析结果显示，有机肥部分替代化肥处理，T3处理土壤理化性质明显区别于其他处理，且电导率、有机质含量、总氮含量可能是影响有机肥部分替代化肥处理设施菜地土壤质量的关键因素；方差分解分析结果显示，土壤pH及电导率对不结球白菜产量的解释度为26.3%,是有机肥部分替代化肥处理影响设施不结球白菜产量的主效应因素；土壤养分（有机质、总氮、总磷）含量是影响下茬芹菜产量的主要因子，其对有机肥部分替代化肥处理设施芹菜产量变化的解释度达22.6%。（3）有机肥部分替代化肥处理对设施蔬菜净收益提升效果明显，其中T3处理设施不结球白菜及芹菜净收益最高，较CK分别增加36.8%及29.0%。综上所述，有机肥部分替代化肥是一项具有缓解设施菜地土壤酸化及次生盐渍化，培肥改良土壤，促进设施蔬菜增产、增收潜力的农业措施。其中，有机肥替代化肥比例30%对设施蔬菜产量及土壤质量提升的综合效果最佳，可能是保障昆山地区设施蔬菜丰产，并有效降低化肥施用量的最佳有机肥-化肥配施比例。","2024","2025-08-27 10:43:01","2025-08-27 10:43:25","","1004-1011","","6","40","","江苏农业学报","","","","","","","","zh","","","","","","32-1213/S","","","","","产量; 化肥; 设施蔬菜; 土壤质量; 有机肥","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9XSSAJ7W","journalArticle","2024","吕月清; 祝乐; 蓝秀红; 辛敏; 冯鑫红; 武宝龙","有机肥部分替代化肥对马铃薯产量及品质的影响","乡村科技","","1674-7909","10.19345/j.cnki.1674-7909.2024.12.017","https://link.cnki.net/doi/10.19345/j.cnki.1674-7909.2024.12.017","以马铃薯为试验对象，开展有机肥部分替代化肥试验，共设4个处理，分别为农户习惯性施肥（N1处理）、减少10%总施肥量+商品有机肥（N2处理）、减少15%总施肥量+商品有机肥（N3处理）、减少20%总施肥量+商品有机肥（N4处理），对比不同处理下马铃薯产量、品质等的变化，为阴山北麓地区马铃薯种植过程中有机肥部分替代化肥的推广应用提供理论支撑。结果显示：有机肥部分替代化肥不仅能提高作物的产量、品质及商品率，还能改善土壤结构、增加土壤肥力、提高土壤质量，且以N4处理的效果最佳，即施用化肥的同时配施有机肥能有效增加土壤肥力，实现作物增产。","2024","2025-08-27 10:43:01","2025-08-27 10:43:26","","77-79","","12","15","","乡村科技","","","","","","","","zh","","","","","","41-1412/S","","","","","马铃薯; 品质; 土壤质量; 有机肥部分替代","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VBN8678N","journalArticle","2024","刘文雯; 吴智强; 胡君杰; 金锐; 俞金涛; 胡宏祥","有机肥替代化肥对土壤养分及草莓果实品质的影响","洛阳理工学院学报（自然科学版）","","1674-5043","","https://kns.cnki.net/kcms2/article/abstract?v=JEPDQvKdoqKFuTmjomiZ91Q9vjAYVmK79Sb8KWyX9vTymBcwUyquOw-KfrNiv6ZyJM_PUqVj4E8Bg0cGJaXGDDnteTEawT0YsrPOspR4ZAqjpBETdaZifNG1CiVoJvAXTHLNhmHRHIDIrfcTAOorW5IKfvPqDlX1Z8jNRYblMSit-y7druJmxD3I97ZGUBxi&uniplatform=NZKPT&language=CHS","通过田间小区实验，研究有机肥替代化肥比例对土壤理化性质、草莓产量和品质的影响。供试作物选取“红颜”草莓，设置了空白对照(CK)、常规施肥(CG)、化肥优化施肥(YH)、有机肥替代15%氮肥有机无机配施(TH1)、有机肥替代30%氮肥有机无机配施(TH2)、有机肥替代50%氮肥有机无机配施(TH3)、有机肥替代30%磷肥(TP1)和有机肥替代60%磷肥(TP2)等8组实验条件，于2021年10月—2022年4月进行实验。有机肥替代化肥可以显著改善土壤的pH值、有机质、全氮、全磷和全钾等土壤理化性质。TH3处理可以使土壤pH提升9.63%,有机质提升22.41%,全氮提升26.13%,全磷提高16.36%,全钾提升33.00%。在草莓果实品质方面，TP2处理效果最好，维生素C提高了4.00%,可溶性糖提高了37.56%,可滴定酸降低了34.08%。","2024","2025-08-27 10:43:01","2025-08-27 10:43:28","","10-17","","2","34","","洛阳理工学院学报（自然科学版）","","","","","","","","zh","","","","","","41-1403/N","","","","","草莓果实品质; 土壤养分; 有机肥替代","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YRG66P3X","journalArticle","2025","徐春燕; 张倩; 贠一鸣; 李岚涛; 王宜伦","有机肥替代化学氮肥对冬小麦-夏玉米产量和土壤肥力的影响","河南农业大学学报","","1000-2340","10.16445/j.cnki.1000-2340.20240603.002","https://link.cnki.net/doi/10.16445/j.cnki.1000-2340.20240603.002","【目的】探明适宜砂质潮土地区作物增产及土壤肥力提升的有机肥方案，以期为该地区作物增产、土壤培肥提供理论依据。【方法】于2021年10月—2023年10月在河南省新乡县砂质潮土开展冬小麦-夏玉米田间试验，研究常规化肥（N0）、有机肥替代质量分数20%氮肥（N20）和有机肥替代质量分数40%氮肥（N40）处理对冬小麦-夏玉米生长性状、产量、养分积累量、土壤理化性状和胞外酶活性的影响。【结果】与常规化肥相比，有机肥替代部分化学氮肥显著提高冬小麦产量27.7%～36.3%,N20能提高2021—2022年、2022—2023年小麦-玉米轮作周年净收益分别为19.7%、10.5%。N20对冬小麦增产效果较好，可降低土壤容积质量，提高>0.250 mm粒径团聚体比例，增加冬小麦季土壤有机碳含量0.86～2.77 g·kg-1，增加全氮含量0.07～0.21 g·kg-1，提高乙酰氨基葡萄糖苷酶、α-葡糖苷酶、β-纤维二糖苷酶、β-木糖苷酶和亮氨酸氨基肽酶等酶活性，实现地上部氮素、磷素、钾素积累量与产量提升。N40提高后季夏玉米大喇叭口期叶绿素相对含量和叶面积指数分别为13.6%和8.7%，降低夏玉米冠层平均温度0.91～1.49℃，提高土壤有机碳、铵态氮、硝态氮、速效磷含量及地上部氮素、磷素、钾素积累量，夏玉米增产32.1%、19.0%。【结论】N20、N40均能提高冬小麦、夏玉米产量及氮磷钾素积累量，改善土壤理化性状，N20还能提高小麦-玉米轮作周年净收益，因此有机肥替代质量分数20%氮肥可作为豫北砂质潮土兼顾作物产量、地力提升和经济效益的施肥方案。","2025","2025-08-27 10:43:01","2025-08-27 10:43:28","","79-90","","1","59","","河南农业大学学报","","","","","","","","zh","","","","","","41-1112/S","","","","","产量; 冬小麦; 砂质潮土; 土壤理化性状; 夏玉米; 有机肥替代化学氮肥","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5GBBNIR2","journalArticle","2024","高鹏; 雷星宇; 鲁耀雄; 彭福元; 崔新卫","有机氮肥替代部分化学氮肥对水稻产量及稻米品质的影响","中国农学通报","","1000-6850","","https://kns.cnki.net/kcms2/article/abstract?v=JEPDQvKdoqIVSpDp14focrkjIPCqVkeqzTMyXUrgAcoff8GkW4tkPyeBlSz8254OMBL-S-VA0PilNK_vBN7GXtzcRLiHP6SHmAZ9Nq_6a_FbPX42wUkgaYpa2OC_p69dbKTfVpYeE2Otau2y8xw1Aot1SxOtLK_PxQB7OiQGgtfWes_bTWSqJVqZS8fjM4K5&uniplatform=NZKPT&language=CHS","为评价有机肥替代化肥应用效果、制定合理培肥措施提供科学依据，通过田间定位监测，研究不同比例有机肥等氮替代化肥对土壤肥力、水稻产量和稻米品质的影响。试验地位于湖南省长沙县高桥镇湖南农科院科研试验基地，共设置单施化肥处理(NPK)、15%有机肥替代处理(15M)、30%有机肥替代处理(30M)、60%有机肥替代处理(60M)4个处理。水稻收获后，测定0～20 cm土层土壤p H、全氮、碱解氮、全磷、速效磷、全钾、有效钾含量和水稻产量与稻米品质。结果表明，各施肥处理年均产量表现为NPK<15M<30M<60M,60M显著高于NPK和15M，分别增产15.99%和8.71%;60M相比NPK提高了稻米胶稠度、直链淀粉和蛋白质含量，三者分别提高了4.72%、7.15%和10.67%。30M和60M增加了土壤全氮、有机质、碱解氮、速效磷和有效钾含量。有机氮肥部分替代化学氮肥通过提升土壤有机质、全氮含量促进水稻增产、改善稻米品质。本试验条件下以60%有机肥替代处理表现最好。","2024","2025-08-27 10:43:01","2025-08-27 10:43:29","","1-6","","13","40","","中国农学通报","","","","","","","","zh","","","","","","11-1984/S","","","","","稻米品质; 水稻产量; 土壤肥力; 有机肥替代化肥","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YQJ4SJPR","journalArticle","2024","黄伟; 王西和; 贾宏涛; 杨金钰; 屈小慧; 刘盈锐; 刘晓菊","磷肥有机替代、秸秆还田对土壤化学性质和棉花产量及其构成的影响","中国土壤与肥料","","1673-6257","","https://kns.cnki.net/kcms2/article/abstract?v=JEPDQvKdoqKVY50yRMXlCYA9S4V8V86gkiVBoEUofsh1aPfCiAgT6sBXQjTq4dNHlyusCEHEpEdFLomH8K2NAPx5YwNUwfM5PLmtwODfSDWyHPTi-WaC1wDehkCqrQ0WtBN-6gyGQifcQL8fID0-jPo4tt8fYDCUOBqo2b6O8Yu70KsMzIOnRvee5aogHrEm&uniplatform=NZKPT&language=CHS","新疆有机肥资源丰富，探索磷肥有机替代、秸秆还田的外源肥料投入对土壤化学变化、棉花产量及其构成的影响，为深入了解当前棉田肥力和确定棉花减磷增效的技术服务着力点提供参考依据。经国家灰漠土肥力与肥料效益监测基地5年田间微区定位试验，在膜下滴灌条件下设置7个施肥处理，T1：不施肥，T2：不施磷，T3：常规施化肥磷100%,T4：有机肥磷替代25%化肥磷，T5：有机肥磷替代50%化肥磷，T6：化肥磷100%+25%有机肥磷，T7：化肥磷100%+秸秆还田。于2022年采集土壤样品，探明不同比例磷肥有机替代、秸秆还田对土壤化学性质、磷素有效性特征和棉花产量及其构成的影响。研究结果表明：（1）在外源肥料投入量（有机肥和化肥）均为等氮磷用量的条件下，磷肥有机替代、秸秆还田有利于加速土壤养分转化，增加土壤速效养分、全量养分含量。速效氮、有效磷、速效钾含量增幅分别在3.0%～25.3%、29.2%～120.1%、70.1%～99.1%之间，各速效养分含量依次与外源肥料投入后增量最高的T6、T5、T5处理相比，年均分别增长3.12、1.69、30.75 mg·kg-1。全氮、全磷、全钾含量增幅分别在21.1%～43.9%、1.59%～41.3%、9.3%～33.6%之间，各全量养分含量依次与外源肥料投入后增量最高的T6、T6、T5处理相比，年均分别增长0.04、0.05、1.36 g·kg-1。整体上有机替代、增施有机肥和秸秆还田对促进土壤养分的转化效果比单施化肥好，且长期施用有机肥的效应优于秸秆还田。（2）耕层土壤有机质含量随有机肥替代量的增加而增加，50%的有机替代其有机质含量显著最高(12.21 g·kg-1)，年均增长0.4 g·kg-1，最小增量T1～T2与最大增量T1～T5相比，增加1.04～3.44 g·kg-1，增幅为11.86%～39.22%，总体表现为正效应。相对较高的土壤pH和盐含量是限制棉花高效生产的主要因素，有机肥和秸秆还田对土壤pH和含盐量整体起到降低的作用，最大降幅pH的T1与T5、盐含量T5与T3相比分别下降3.07%、24.48%，总体表现为负效应。配施有机肥和秸秆还田增强了土壤供氮能力和磷素活化能力，土壤磷活化系数从1.52%提升到2.78%。由于受新疆石灰性土壤自然特性及气候条件限制，综合...","2024","2025-08-27 10:43:01","2025-08-27 10:43:30","","64-75","","4","","","中国土壤与肥料","","","","","","","","zh","","","","","","11-5498/S","","","","","产量; 化学磷肥; 棉花; 土壤化学性质; 有机替代; N/P","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9U5BQ6NC","journalArticle","2024","张钰钦; 吴忠验; 王兴羽; 孙艺林; 胡园园","堆肥还田对小麦产量及土壤环境的影响","湖北植保","","1005-6114","","https://kns.cnki.net/kcms2/article/abstract?v=JEPDQvKdoqIA8J6Q1FW_3Sq7bG68IWm6n4GjeRZy4ESkgngCIrDHhVpkVqqFjtA693w8cSSEooG5vi-8ztjunhSgeN3BR5R24fTwWV9eD5r3duMsEP6axIHc_4EtiiVr16GclasdMmveq-dH2w0DxqA7cBt_Bl7jDwUHembx6ly7X4bdQmaOSQrS9q79q67C&uniplatform=NZKPT&language=CHS","本文研究了堆肥还田对小麦产量及土壤环境的影响。结果表明，与不施肥处理（CK）相比，常规施肥、优化施肥、有机肥替代15%N和有机肥替代30%N等处理组小麦产量每667m2分别增产36.85%、38.54%、46.15%和41.08%;有机肥替代15%N和有机肥替代30%N处理组的土壤有机质含量比CK分别提升了20.95%和33.50%。有机肥部分替代化肥可以有效改良土壤、增加土壤有机质以及阳离子交换率，提高小麦产量，增加经济效益。","2024","2025-08-27 10:43:01","2025-08-27 10:43:31","","23-25","","2","","","湖北植保","","","","","","","","zh","","","","","","42-1306/S","","","","","堆肥还田; 生长指标; 土壤养分; 小麦","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NMYHUDZE","journalArticle","","陆问; 徐文娴; 苏天燕; 于磊; 蒋亚敏; 鲁静丽; 刘文杰; 杨秋","不同比例有机肥替代化学氮肥对海南橡胶林土壤养分和酶活性的影响","热带生物学报","","1674-7054","","https://link.cnki.net/urlid/46.1078.S.20240328.1354.005","开展不同比例有机肥替代化学氮肥对橡胶林土壤养分和酶活性的影响研究，对有机肥替代化学氮肥的合理替代比例选择和天然橡胶产业的可持续发展具有重要意义。选取海南省白沙黎族自治县珠碧江农场橡胶林为研究对象，利用等量施氮的原则从2022年6月设置6组不同处理：不施肥处理（CK）、常规施肥处理（NPK）、有机肥替代25%化学氮肥处理（25%M）、有机肥替代50%化学氮肥处理（50%M）、有机肥替代75%化学氮肥处理（75%M）、有机肥替代100%化学氮肥处理（100%M）。施肥4个月后采集不同处理0-10 cm、10-20 cm、20-40 cm和40-60 cm的土壤样品，分析了土壤养分和酶活性特征。结果表明：1)相比NPK处理，25%M处理显著提高0-10 cm、10-20 cm、20-40 cm和40-60 cm土层土壤有机碳（SOC）含量；75%M处理均显著提高0-10 cm和10-20 cm土层土壤全氮（TN）含量；75%M、100%M处理显著提高0-10 cm土层土壤硝态氮(NO3--N)含量；25%M处理显著提高0-10 cm、10-20 cm和20-40 cm土层土壤铵态氮(NH4+-N)含量；100%M处理显著提高0-10 cm和10-20 cm土层土壤速效磷（AvP）含量。2)相比于CK处理，75%M处理显著提高10-20 cm和40-60 cm土层土壤C（β-1， 4-葡萄糖苷酶，BG）、N（L-亮氨酸氨基肽酶，LAP；β-1， 4-N-乙酰氨基葡萄糖苷酶，LAP）、P（酸性磷酸酶，AP）循环酶活性。3)随机森林模型结果表明，影响C、N、P循环酶活性的主要因子有pH、SOC、土壤含水量（SWC）、TN、AvP、NH4+-N、NO3--N。4)与NPK处理相比，50%M、75%M和100%M处理橡胶单株累积产量分别提高11.9%、16.4%和11.8%。综上所述，75%的有机肥替代比例能提高土壤TN含量和土壤C、N、P循环相关酶活性，从而改善橡胶林土壤环境，也能更好地提高橡胶单株产量，有利于促进橡胶生产的可持续发展。","","2025-08-27 10:43:01","2025-08-27 10:43:32","","1-18","","","","","热带生物学报","","","","","","","","zh","","","","","","46-1078/S","","","","","土壤酶活性; 土壤酶生态化学计量; 土壤养分; 橡胶林; 有机肥替代","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F44VAK4A","journalArticle","2024","张立联; 闫学梅; 张志伟; 王江南; 赵永明; 刘婷婷","玉米秸秆生物反应堆替代化肥对土壤理化性质和西瓜产量与品质的影响","中国瓜菜","","1673-2871","10.16861/j.cnki.zggc.202423.0547","https://link.cnki.net/doi/10.16861/j.cnki.zggc.202423.0547","2018-2020年通过设置传统施肥处理和玉米秸秆生物反应堆部分替代化肥处理，以期实现土壤理化性质与西瓜产量品质协同提升。结果表明，秸秆生物反应堆技术较常规栽培能够在减少化肥（15-15-15）用量375 kg·hm-2，且不施用农药的基础上，改善土壤理化性质、提高西瓜产量与品质。秸秆生物反应堆部分替代化肥处理的土壤有机质含量较试验前持续提高，增幅18.8%，而传统施肥导致土壤有机质含量持续降低，降幅12.4%。同时，秸秆生物反应堆部分替代化肥处理能够增加碱解氮的供应，减少有效磷与速效钾的累积。与传统施肥处理相比，秸秆反应堆部分替代化肥处理能够显著提高西瓜产量，平均增产6.8%(6.6%～8.1%);2020年的西瓜蛋白质含量提高5.4%、可溶性固形物含量提高17.9%、维生素C含量提高7.5%。基于以上结果，安丘市西瓜产区应用秸秆生物反应堆技术对西瓜的优质可持续生产具有重要意义。","2024","2025-08-27 10:43:01","2025-08-27 10:43:33","","87-93","","3","37","","中国瓜菜","","","","","","","","zh","","","","","","41-1374/S","","","","","产量; 秸秆生物反应堆; 品质; 土壤理化性质; 西瓜","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
